word,word_length,word_frequency
word792,7,0.5472649469875984
word793,7,0.14502460286368277
word794,7,0.07962361286573909
word795,7,0.2794574058493438
word796,7,0.8493388748770779
word797,7,0.2936968078230212
word798,7,0.152913203921945
word799,7,0.5474923334223314
word800,7,0.8071423913698751
word801,7,0.5743900906336421
word802,7,0.7416933514067235
word803,7,0.02113895919986835
word804,7,0.6089446558764029
word805,7,0.04388405107039885
word806,7,0.5126050618856203
word807,7,0.9030690111171024
word808,7,0.35854115736781006
word809,7,0.5652659665500204
word810,7,0.3738936802357179
word811,7,0.07498753243434331
word812,7,0.46933314211894905
word813,7,0.020928665506105403
word814,7,0.7387567105586957
word815,7,0.7412648737418469
word816,7,0.2525587809034673
word817,7,0.19334675606434854
word818,7,0.9613905653237251
word819,7,0.07416494259478595
word820,7,0.9312270932570963
word821,7,0.5291182836412932
word822,7,0.5653433430730324
word823,7,0.2863854114481182
word824,7,0.3179801282190919
word825,7,0.2540983536453467
word826,7,0.911037388608722
word827,7,0.10870613939470491
word828,7,0.19098248597717996
word829,7,0.3869199774978392
word830,7,0.6353265907956848
word831,7,0.8698872069678361
word832,7,0.6949155813238527
word833,7,0.4791119705709506
word834,7,0.4890989244850263
word835,7,0.5338076814466189
word836,7,0.22439551630725854
word837,7,0.465739339630515
word838,7,0.056827078302021355
word839,7,0.712384886957358
word840,7,0.514312595033979
word841,7,0.5791407371384292
word842,7,0.9286479475687484
word843,7,0.6734264847285876
word844,7,0.7690544437377923
word845,7,0.8874677198049439
word846,7,0.3966099862509364
word847,7,0.3440873149872646
word848,7,0.8448269777071858
word849,7,0.5521711855045163
word850,7,0.2995386626475497
word851,7,0.6871705005704418
word852,7,0.4871587210706323
word853,7,0.31184732553660877
word854,7,0.771131839786336
word855,7,0.6674484491283451
word856,7,0.49782713988956856
word857,7,0.593543088092149
word858,7,0.9642926365290833
word859,7,0.2976562465326315
word860,7,0.7363447152134411
word861,7,0.23493472644374658
word862,7,0.5565095908028084
word863,7,0.9426519629024529
word864,7,0.7714187617855878
word865,7,0.19396672351510538
word866,7,0.4553984694333754
word867,7,0.07528179726259233
word868,7,0.976560121146219
word869,7,0.5431381765730551
word870,7,0.13331259898156705
word871,7,0.7301136971499371
word872,7,0.3337186487601784
word873,7,0.7682761236136068
word874,7,0.7385709283856668
word875,7,0.5386849526352665
word876,7,0.41613290162454647
word877,7,0.13979545927063186
word878,7,0.8159958058599543
word879,7,0.29234095001188326
word880,7,0.2500446838857351
word881,7,0.4606815201391453
word882,7,0.7825735923989425
word883,7,0.3575305878968087
word884,7,0.6869790791380773
word885,7,0.4960968645310563
word886,7,0.806197314812768
word887,7,0.9013216215455501
word888,7,0.28432904868488107
word889,7,0.8804643724212774
word890,7,0.7146403991516109
word891,7,0.29005452885528443
word892,7,0.3376461832863798
word893,7,0.22238602452322695
word894,7,0.20583894749067902
word895,7,0.8387288887233897
word896,7,0.387196469046456
word897,7,0.807902147159457
word898,7,0.6644275334236108
word899,7,0.6643264041568546
word900,7,0.17285484639656257
word901,7,0.12964455471814976
word902,7,0.23044184334176124
word903,7,0.48604759694116434
word904,7,0.2208731641812271
word905,7,0.7899280536325048
word906,7,0.4157211276505622
word907,7,0.32528748100818544
word908,7,0.5315487806535539
word909,7,0.16810762774788116
word910,7,0.13943912286101093
word911,7,0.2461210143426184
word912,7,0.5110968830233008
word913,7,0.0928983352777962
word914,7,0.3279030087554758
word915,7,0.9445232284815327
word916,7,0.13540755010344405
word917,7,0.6143864724171564
word918,7,0.500645525233135
word919,7,0.381533754585765
word920,7,0.4234496410376433
word921,7,0.7893288448150108
word922,7,0.39146943934239686
word923,7,0.42873180459130383
word924,7,0.4024682962390171
word925,7,0.8306718973739421
word926,7,0.781829969070381
word927,7,0.9657720077519627
word928,7,0.7662481645914235
word929,7,0.6217821357518573
word930,7,0.4577569335920404
word931,7,0.3736838209920008
word932,7,0.5482036664387205
word933,7,0.3961549846009527
word934,7,0.8831158752678001
word935,7,0.07306407213165925
word936,7,0.9082497259831697
word937,7,0.9732940027740353
word938,7,0.5125851325511077
word939,7,0.49142095407645264
word940,7,0.6440412823550739
word941,7,0.27410781492689207
word942,7,0.6870708429739965
word943,7,0.32221533721662826
word944,7,0.19298481042788487
word945,7,0.7016991610103941
word946,7,0.24868710573794275
word947,7,0.16987092988097444
word948,7,0.6673665668048556
word949,7,0.6654652206631065
word950,7,0.8811276051115188
word951,7,0.5843014324107092
word952,7,0.6275014669255865
word953,7,0.10929884079947608
word954,7,0.12730694805509232
word955,7,0.6617519907890651
word956,7,0.2645372176168081
word957,7,0.2476817026394829
word958,7,0.2065451544557931
word959,7,0.5650534039506264
word960,7,0.2841136158404534
word961,7,0.7574104286590498
word962,7,0.500769317294758
word963,7,0.7460821502865121
word964,7,0.8653123671398445
word965,7,0.4234977143295955
word966,7,0.706641736786554
word967,7,0.5288593197681694
word968,7,0.8145579414079206
word969,7,0.20217695190704027
word970,7,0.4126816194812627
word971,7,0.08694956585026882
word972,7,0.052091291675233374
word973,7,0.9888902341251127
word974,7,0.10466381030217696
word975,7,0.4346633818647101
word976,7,0.5173776196631544
word977,7,0.1808363425873137
word978,7,0.06916160845880523
word979,7,0.28772327248896223
word980,7,0.24200410183550453
word981,7,0.4312241379266188
word982,7,0.5503654187976912
word983,7,0.9393279367208908
word984,7,0.5795258224351656
word985,7,0.4201013270140558
word986,7,0.8783956994792239
word987,7,0.6246288758999662
word988,7,0.1281683863835212
word989,7,0.8751610739261535
word990,7,0.4950766341641194
word991,7,0.7198816194601205
word992,7,0.9421982962647498
word993,7,0.3331954187917148
word994,7,0.0951528165113715
word995,7,0.681452314839895
word996,7,0.7479304124768474
word997,7,0.9086627844643014
word998,7,0.5209628788933465
word999,7,0.29585216303936324
